Name,Age,Nationality,Overall,Potential,Position
C. Trejo,18,Mexico,58,77,ST
S. High,17,England,58,74,CM
L. Maniero,19,Italy,58,75,CM
M. Obiero,17,England,58,73,ST
C. Maycock,20,England,58,68,CDM
T. Attis,18,Argentina,58,75,ST
A. Tecpanécatl,20,Mexico,58,68,RW
M. Talbi,20,France,58,73,CB
E. Herrera,19,Colombia,58,74,LB
J. Veyna,23,Mexico,58,63,CDM
M. Reinthaler,23,Italy,58,63,CM
R. Benz,22,Germany,58,66,GK
R. Fitzsimons,24,England,58,64,GK
L. Desmond,23,Republic of Ireland,58,65,LCB
N. Strunck,18,Denmark,58,71,CM
H. Arellano,20,United States,58,70,CB
M. Sevimler,19,Turkey,58,72,ST
D. Becker,20,Argentina,58,68,CM
Kim Jung Ho,23,Korea Republic,58,65,CB
B. Barclay,21,England,58,68,CB
H. Marcelin,18,France,58,74,CB
M. Jørgensen,17,Denmark,58,74,ST
M. Beeney,22,England,58,66,GK
R. Alm,22,Sweden,58,64,RW
A. Bakir,17,Germany,58,76,RM
M. Bassouamina,20,France,58,69,LW
S. Bose,22,India,58,66,LB
Maikel,28,Spain,58,58,CAM
J. Urzúa,18,Chile,58,76,RCM
B. Wiles,19,England,58,71,CAM
Park Ji Soo,24,Korea Republic,58,66,LB
D. Liszka,18,Poland,58,68,LM
M. Kumbulla,18,Albania,58,75,CB
Cao Ziheng,23,China PR,58,64,ST
Zhang Huachen,20,China PR,58,66,CDM
C. Okoroji,21,England,58,67,LB
S. Wamangituka,18,Congo,58,77,ST
R. Way,28,Australia,58,58,LB
Y. Takeoka,32,Japan,58,58,RB
P. Marie,23,France,58,63,RB
M. Trovato,20,Italy,58,73,RW
Y. Urra,21,Chile,58,68,GK
A. Beestin,20,England,58,66,ST
S. Kowalczyk,19,Poland,58,71,RM
Zhang Xiuwei,22,China PR,58,64,CDM
Martín,18,Spain,58,73,CB
S. Sessegnon,18,England,58,77,RB
Javi Rubio,19,Spain,58,70,LM
K. Lebon,20,France,58,66,LW
C. Pring,20,England,58,71,LB
N. Ennis,19,England,58,75,ST
J. Krahl,18,Germany,58,72,GK
H. Al Qahtani,23,Saudi Arabia,58,65,CM
J. Hardy,19,England,58,72,ST
S. Córdova,21,Mexico,58,67,RM
Q. Roberts,23,Canada,58,65,GK
Zhang Chenlong,25,China PR,58,61,LB
J. Soñora,21,United States,58,70,LW
A. Al Aryani,22,Saudi Arabia,58,69,RM
S. Milewski,20,Poland,58,67,CDM
A. Ba Masoud,22,Saudi Arabia,58,67,LWB
B. Verbong,18,Netherlands,58,70,GK
Ryang Yong Gi,36,Korea DPR,58,58,CF
S. Micolta,18,Ecuador,58,75,ST
C. Huanca,17,Chile,58,76,ST
D. Grootenhuis,21,Netherlands,58,67,LM
T. Righetti,20,Switzerland,58,69,CB
Zhang Chong,30,China PR,58,58,GK
G. Shaw,26,Republic of Ireland,58,61,ST
P. Camará,21,Guinea Bissau,58,69,LS
Y. Maeda,33,Japan,58,58,CDM
C. Galvin,22,Republic of Ireland,58,67,LM
G. Smith,24,England,58,63,GK
B. Stevenson,19,England,58,64,CAM
M. Yamada,23,Japan,58,66,CB
J. Schau,19,Germany,58,68,CDM
D. Kelly,22,Republic of Ireland,58,68,RM
S. Guðjohnsen,20,Iceland,58,68,ST
W. Ebane,26,Gabon,58,59,LB
Cao Yongjing,21,China PR,58,68,RM
L. Kouagba,24,France,58,63,CB
T. Abraham,17,England,58,76,ST
Pablo Cacharrón,21,Spain,58,70,GK
J. Rodríguez,25,Mexico,58,64,GK
J. Doherty,22,Northern Ireland,58,69,LB
T. Maya,21,Colombia,58,68,LB
Du Changjie,20,China PR,58,65,ST
J. Christensen,17,Denmark,58,73,CM
J. Anthony,18,England,58,73,ST
J. Boote,18,England,58,71,CM
T. Odusina,18,England,58,74,CB
M. Pattier,22,France,58,66,GK
J. Cobián,19,Mexico,58,67,LM
Gao Huaze,20,China PR,58,64,LM
D. Sugioka,19,Japan,58,70,LWB
C. Månsson,37,Sweden,58,58,GK
D. Villa,20,Mexico,58,66,LM
R. Coughlan,21,Republic of Ireland,58,69,ST
A. Álvarez,19,Colombia,58,70,LB
A. Estupiñán,23,Colombia,58,64,CM
T. Al Kaabi,26,Saudi Arabia,58,60,CDM
H. Rodgers,21,England,58,64,RB
S. Shome,20,Canada,58,66,CM
T. Matsumoto,19,Japan,58,74,CM
M. ?nan,18,Turkey,58,72,CM
A. Little,21,England,58,69,CM
J. Brinch,23,Denmark,58,66,RB
J. Osei-Tutu,19,England,58,74,RB
Y. Emghames,20,Germany,58,71,RM
A. Björnström,22,Sweden,58,66,LB
M. Donohue,20,England,58,71,RM
M. Al Mufarrij,21,Saudi Arabia,58,71,CB
D. Cornell,27,Wales,58,61,GK
T. Baller,19,Germany,58,73,CAM
Park Kwang Il,27,Korea Republic,58,58,RM
Javi López,17,Spain,58,71,CM
M. He?a,27,Czech Republic,58,59,GK
Y. Al Bakr,20,Saudi Arabia,58,71,RB
A. Sebald,21,Germany,58,67,GK
A. Gomez Mancini,17,France,58,76,CAM
S. Santoro,18,Italy,58,78,CM
A. Ba,20,France,58,66,ST
Gui Hong,23,China PR,58,65,ST
R. Lowry,24,Australia,58,60,CB
R. Tugarev,19,Russia,58,69,LM
F. Ourega,25,France,58,59,RW
M. Salaba,18,Austria,58,71,GK
F. Maddaloni,23,France,58,64,GK
A. Barnes,21,England,58,69,RB
R. Emanuelsson,26,Sweden,58,62,GK
T. Robinson,20,England,58,72,LB
L. O'Brien,19,England,58,72,LDM
H. Evjen,18,Norway,58,70,RW
E. Aiwu,17,Austria,58,76,RCB
M. Lund,21,England,58,67,RB
E. Kaja,20,Albania,58,67,CAM
A. Curry,21,England,58,73,CB
P. Soko?owski,23,Poland,58,64,CDM
A. Kaltoft,20,Denmark,58,70,RCB
E. Linthorst,18,Netherlands,58,70,CM
B. Lekström,37,Sweden,58,58,GK
L. Schneider,18,Germany,58,76,CB
Han Feng,34,China PR,58,58,GK
D. Ogawa,26,Japan,58,58,LM
F. Quiroz,20,Chile,58,68,RW
S. Steijn,16,Netherlands,58,72,CAM
L. Ketterer,24,United States,58,62,GK
A. Nilsson,24,Sweden,58,60,LB
L. Perrin,19,France,58,73,CB
C. Coll,26,Republic of Ireland,58,59,LB
C. Camacho,23,Mexico,58,64,RM
S. Sørløkk,21,Norway,58,65,CM
N. Awassi,20,Germany,58,71,CB
R. Hirakawa,18,Japan,58,78,CM
C. Cooke,25,England,58,63,ST
P. van der Vlag,40,Netherlands,58,58,GK
R. Borges,26,India,58,60,CDM
T. Nijhuis,19,Netherlands,58,66,GK
L. Bogdan,22,Croatia,58,65,CB
L. Wildin,20,Antigua & Barbuda,58,66,RB
M. Lillebo,23,Norway,58,63,ST
R. Kim,21,Russia,58,68,GK
M. Irigoyemborde,23,France,58,64,CM
T. Ominami,20,Japan,57,72,LCB
I. Angulo,19,Colombia,57,78,LS
G. Carvajal,18,Colombia,57,77,CDM
C. Akono,18,Germany,57,75,CF
S. Pabón,22,Colombia,57,65,GK
C. Donovan,22,United States,57,70,CB
Park Jung Ho,21,Korea Republic,57,67,CB
R. Kehr,18,Germany,57,76,ST
M. Soumaré,20,France,57,67,RB
S. Pirkl,21,Austria,57,67,CDM
J. Senior,21,England,57,64,LB
S. Jiménez,20,Colombia,57,74,RB
T. Nagura,20,Japan,57,73,CAM
S. Seedorf,20,Netherlands,57,72,RM
N. Böhmer,18,Germany,57,69,CB
N. Insfrán,23,Argentina,57,65,GK
J. Barjonas,19,Scotland,57,75,CM
L. Ntumba,17,France,57,79,GK
K. O'Connell,18,England,57,69,LM
M. Bird,17,England,57,78,CM
B. Tozer,28,England,57,57,CB
M. Tokida,20,Japan,57,64,CB
V. Vanbaleghem,21,France,57,65,CM
H. Hawsawi,20,Saudi Arabia,57,70,CB
B. Bashir,20,Saudi Arabia,57,66,CDM
G. Volpe,22,Italy,57,64,GK
C. Manicone,20,Italy,57,72,ST
M. Herrera,30,Colombia,57,57,CB
J. Caballero,20,Colombia,57,69,RM
Kim Min Jun,25,Korea Republic,57,60,CM
S. Seddon,20,England,57,73,LB
M. Al Mutairi,19,Saudi Arabia,57,73,CAM
M. Platt,20,England,57,64,CB
E. Botheim,18,Norway,57,76,ST
J. Quiñones,20,Colombia,57,67,LCB
Wang Guoming,28,China PR,57,58,GK
A. Kabashi,21,Sweden,57,63,ST
J. Chávez,21,Mexico,57,67,RW
C. Weale,36,England,57,57,GK
H. Abdelli,18,France,57,69,CAM
T. Golden,18,England,57,70,RB
F. Godoy,18,Argentina,57,79,CB
D. Tejeda,20,Mexico,57,67,CM
M. Jay,22,England,57,63,ST
S. Woods,19,England,57,71,CB
D. Diani,20,France,57,67,CDM
O. Atilgan,18,Germany,57,76,ST
M. Al Rubaie,20,Saudi Arabia,57,71,GK
C. Fox,19,England,57,72,CB
B. Vera,19,Colombia,57,73,CB
L. Maloney,18,Germany,57,77,CDM
J. Pask,20,England,57,68,CB
A. Errico,19,Italy,57,70,CF
T. Moschión,18,Argentina,57,72,CDM
Y. Al Shammari,20,Saudi Arabia,57,69,ST
F. Sollacaro,24,France,57,64,GK
O. Mbaizo,20,Cameroon,57,68,RB
O. Patiño,21,Colombia,57,68,GK
J. Arboleda,23,Colombia,57,63,RM
Wang Yaopeng,23,China PR,57,61,LCB
O. Shannon,22,England,57,66,CAM
B. Tollitt,23,England,57,63,RM
L. Kunga,19,United States,57,73,LM
E. Bird,25,United States,57,62,CM
M. Zach,18,Germany,57,70,GK
E. Masciangelo,21,Italy,57,65,LB
E. Mergen,18,Turkey,57,76,ST
Y. Soma,21,Japan,57,64,CF
N. Fiedler,20,Germany,57,68,LM
C. Kirk,20,England,57,72,LM
J. Bursztyn,20,Poland,57,65,GK
G. Poluzzi,30,Italy,57,58,GK
J. Sullivan,27,Republic of Ireland,57,59,LCM
J. Scott,17,Scotland,57,74,ST
O. Al Saleem,21,Saudi Arabia,57,67,LB
A. Wilson,18,England,57,80,LM
B. Kavanagh,17,Republic of Ireland,57,80,LM
J. Vall,25,Sweden,57,60,LWB
N. Araya,19,Chile,57,69,GK
F. Brandhof,21,Denmark,57,65,CM
K. Twardek,21,Canada,57,66,LM
O. Ottesen,19,Denmark,57,67,GK
P. O'Conor,30,Republic of Ireland,57,57,RCM
Y. Zabaleta,21,Colombia,57,66,LW
K. Stanek,18,Poland,57,68,ST
J. McKay,21,Scotland,57,65,ST
S. Dahlström,21,Finland,57,67,LCM
M. Isaza,23,Colombia,57,64,ST
J. Barrett,18,England,57,72,CB
H. Spratt,18,England,57,70,LB
J. De Smet,19,Belgium,57,70,GK
K. Sheppard,24,England,57,61,ST
M. Juárez,21,Argentina,57,67,CDM
R. Senhadji,21,France,57,68,CB
F. Navarro,18,Argentina,57,78,CM
K. Lynch,26,Republic of Ireland,57,60,LWB
M. Ranmark,22,Norway,57,65,GK
K. Flanagan,18,Republic of Ireland,57,75,CAM
H. Yalç?ntekin,20,Turkey,57,69,CM
J. Rondeel,23,Netherlands,57,62,GK
A. Al Qahtani,19,Saudi Arabia,57,74,RM
M. Djitté,18,Senegal,57,75,ST
Lu Yao,25,China PR,57,59,LWB
J. Montgomery,24,England,57,62,GK
T. Bakinson,19,England,57,74,RCM
M. Lenes,22,Norway,57,65,GK
J. Jiménez,20,Colombia,57,71,ST
Yan Peng,23,China PR,57,65,ST
J. Oswell,25,England,57,60,ST
I. Domínguez,18,Mexico,57,75,RB
J. Debrah,18,England,57,70,CB
R. Bennett,27,England,57,58,ST
L. Coordes,19,Germany,57,72,LM
B. Avramovic,20,Serbia,57,67,LB
O. Younger,18,England,57,70,CB
I. Jönsson,19,Sweden,57,67,RCB
R. Musaba,17,Netherlands,57,69,CAM
J. Requena,19,Argentina,57,72,CM
C. Kenna,33,Republic of Ireland,57,57,RCB
Altamirano,21,Spain,57,71,LW
N. Amamoo,20,Germany,57,68,ST
S. Graham,17,England,57,78,CB
Choi Young Eun,22,Korea Republic,57,66,GK
L. Bilboe,20,England,57,67,GK
C. Velásquez,20,Colombia,57,72,LM
A. Semenyo,18,England,57,75,ST
M. Dembélé,19,France,57,76,CB
L. White,19,England,57,70,LM
N. Leemhuis,20,Netherlands,57,65,CM
P. Boevink,20,Netherlands,57,70,GK
C. Whelan,20,Republic of Ireland,57,67,RB
T. Dele-Bashiru,18,England,57,76,CM
R. Rosenqvist,21,Sweden,57,61,CM
D. Genreau,19,Australia,57,74,RM
J. Tabinas,19,Philippines,57,68,LB
J. Hope,20,Australia,57,67,CM
R. Takahashi,24,Japan,57,62,LB
P. Harant,19,Germany,57,66,ST
M. Trejo,19,Mexico,57,70,RB
R. Henry,34,England,57,57,RB
J. Chávez,21,Mexico,57,67,RM
L. Brüggemeier,20,Germany,57,66,GK
M. Al Haeti,22,Saudi Arabia,57,66,GK
N. Djouahra,18,France,57,76,CAM
A. Hartigan,18,England,57,77,CM
V. Glaentzlin,20,France,57,72,ST
J. Kitolano,16,Norway,57,75,LCM
M. Lacroix,18,France,57,74,CB
Y. Khormi,20,Saudi Arabia,57,70,CAM
F. Moreno,20,Mexico,57,67,CM
A. Campion,28,France,57,57,ST
Y. Andzouana,21,Congo,57,69,LM
J. Mahon,18,Republic of Ireland,57,72,RCB
O. Yaman,18,Turkey,57,78,LM
A. Simpson,19,England,57,66,LB
Li Yingjian,27,China PR,57,57,RM
U. Yaz??l?,19,Turkey,57,69,CB
F. Kelleher,22,Republic of Ireland,57,65,RCB
O. Krusnell,19,Sweden,57,69,LB
Y. Otto,19,Germany,57,70,ST
B. Fleming,18,England,57,75,LB
L. Bürger,18,Germany,57,74,CDM
Sun Le,28,China PR,57,57,GK
A. Bass,20,England,57,70,GK
Y. Dieudonne,21,Ivory Coast,57,65,ST
J. Graham,20,England,57,69,ST
A. Wolniewicz,25,Poland,57,60,RB
D. Lavercombe,21,England,57,67,GK
S. Osorio,21,Colombia,57,71,CAM
B. Cam,18,Chile,57,69,CF
R. Donelon,22,Republic of Ireland,57,68,LB
C. Fogacci,21,France,57,64,GK
C. Fermina,18,Netherlands,57,74,ST
T. Vancooten,20,Guyana,57,70,CB
R. El Hankouri,17,Netherlands,57,71,CAM
R. Suzuki,24,Japan,57,63,GK
O. Özdemir,20,Turkey,57,66,RB
R. Cretaro,36,Republic of Ireland,57,57,ST
M. Halstead,27,England,57,58,GK
R. Schofield,18,England,57,77,GK
S. Härtel,19,Germany,57,68,LM
T. Trueba,22,Mexico,57,67,GK
A. Obaid,22,Saudi Arabia,57,66,LM
A. Coote,20,Scotland,57,71,CAM
R. Solan,20,Saudi Arabia,57,69,ST
Chen Anqi,25,China PR,57,61,GK
D. Turnbull,18,Scotland,57,77,CAM
A. Edqvist,19,Sweden,57,75,RM
S. Al Selouli,20,Saudi Arabia,57,71,LM
E. Ngwatala,25,France,57,60,LM
A. Samuel,22,Wales,57,65,ST
H. Gilmour,19,England,57,69,CM
M. Ruiz Díaz,21,Argentina,57,68,RB
M. M?y?ski,17,Poland,57,72,CAM
Morro,17,Spain,57,74,GK
D. O'Connor,21,Republic of Ireland,57,62,RM
M. Johnstone,19,England,57,70,GK
N. Cadden,21,Scotland,57,65,RM
Y. Toure,17,Switzerland,57,80,ST
N. Bishop,18,England,57,71,GK
L. Martínez,19,Mexico,57,71,RB
L. John,24,England,57,65,CB
Sun Jungang,22,China PR,57,63,RM
M. Al Mutlaq,20,Saudi Arabia,57,69,RB
A. Suljic,20,Sweden,57,69,CB
I. Tapia,19,Chile,57,72,CB
J. Eastwood,21,England,57,65,GK
J. Brimmer,20,Australia,57,67,CM
S. Grønning,21,Denmark,57,66,ST
D. Williams,24,Germany,57,62,ST
A. Díaz,18,Mexico,57,78,RW
B. Chibani,19,Belgium,57,65,CM
L. Ranieri,19,Italy,57,73,LB
A. Laurienté,19,France,57,69,CAM
J. Meneses,34,Colombia,57,57,GK
T. Ogiwara,18,Japan,57,69,LB
K. Ellison,39,England,57,57,LM
E. Bohinen,19,Norway,57,76,CM
A. Fletcher,19,England,57,71,ST
M. Najjar,23,Saudi Arabia,57,65,CM
E. Zehir,20,Germany,57,68,CDM
Zeng Shuai,24,China PR,57,66,CB
R. Laryea,23,Canada,57,62,RM
M. Sip?ak,22,Slovakia,57,65,LB
M. Miller,22,England,57,65,RM
O. Johansson,23,Sweden,57,64,LM
A. Mondal,28,India,57,57,CB
Z. Westbrooke,21,England,57,67,CM
K. Pagliuca,21,Switzerland,57,67,ST
B. Hall,21,Northern Ireland,57,69,CB
M. Köbbing,21,Germany,57,68,GK
E. Chapman,17,England,57,76,CM
L. Orellano,18,Argentina,57,73,LW
R. Harker,18,England,57,75,ST
L. Rogerson,20,New Zealand,57,67,ST
L. Thomas,20,Wales,57,67,GK
P. Sander,20,Germany,57,65,LM
J. Jensen,32,Denmark,57,57,GK
Jiang Wenjun,28,China PR,57,57,LB
A. Alibekov,20,Ukraine,57,66,CDM
N. Giraldo,25,Colombia,57,60,LB
J. Mashart,18,Netherlands,57,69,LB
D. Casey,20,Republic of Ireland,57,69,CB
C. Norman,22,England,57,63,RB
N. Lemaître,21,France,57,68,GK
F. Ross,20,Scotland,57,73,CM
O. Kakay,20,Sierra Leone,57,70,RB
D. Leahy,20,Republic of Ireland,57,69,LB
R. Sottil,19,Italy,57,73,LW
Li Haitao,22,China PR,57,65,GK
R. Allassani,22,England,57,67,LM
D. Conroy,22,England,57,64,CB
F. Zorba,20,Turkey,57,66,LB
T. Blackmon,21,United States,57,67,RB
T. Arndal,20,Denmark,57,68,LM
M. Al Sufyani,19,Saudi Arabia,57,73,LM
B. Liddle,19,England,57,70,CM
C. Oliver,20,England,57,69,CB
N. Kariri,20,Saudi Arabia,57,70,RB
Xiang Hantian,22,China PR,57,63,RM
Lee Gyu Seong,24,Korea Republic,57,62,CAM
R. de Vos,22,Netherlands,57,66,CM
M. Wasielewski,24,Poland,57,59,RB
N. Simon,18,France,57,73,CM
N. Kirk,20,Denmark,57,71,RB
S. Al Najrani,21,Saudi Arabia,57,64,RM
A. Attiah,21,Saudi Arabia,57,70,GK
K. Ademi,22,Switzerland,57,68,ST
C. Gallego,29,Colombia,57,57,LB
Zhou Dadi,22,China PR,57,66,LM
D. Adshead,16,England,57,77,CM
J. Adelson,22,Australia,57,67,RB
C. Brown,26,United States,57,62,GK
S. Bouzar,18,France,57,70,CB
J. Curran,21,Australia,57,68,RM
M. Lansing,24,United States,57,65,GK
D. Cayupil,20,Chile,57,71,LB
O. Mireles,19,Mexico,57,70,CB
O. Valakari,18,Finland,57,73,CAM
B. Stillhart,24,Switzerland,57,64,LCM
R. Holden,20,Northern Ireland,57,70,CAM
D. Salanovic,22,Liechtenstein,57,66,RM
Pol Lozano,18,Spain,57,74,CM
S. Todd,20,Republic of Ireland,57,72,CB
A. Ordagi?,25,Bosnia Herzegovina,57,62,CM
C. Evans,22,England,57,65,CM
O. Buur Rasmussen,20,Denmark,57,71,RWB
J. Krasniqi,23,Kosovo,57,65,RB
C. Libertiaux,20,Belgium,57,68,GK
L. Migliorelli,20,Italy,57,68,LB
M. Millar,21,Australia,57,66,RWB
K. Kitamoto,36,Japan,57,57,CB
Su Yuanjie,23,China PR,57,64,ST
M. Mejlstrup Pedersen,22,Denmark,57,67,CM
K. Gordon,20,England,57,72,RM
A. Bay?nd?r,20,Turkey,57,66,GK
N. Helmbrecht,23,Germany,57,63,RM
J. Theissen,20,Germany,57,68,GK
O. Tejeda,29,Mexico,57,57,LM
D. Mottley-Henry,20,England,57,66,RM
J. Hernandez,22,Mexico,57,65,CAM
S. Villarreal,18,Mexico,57,74,RB
S. Al Nabit,22,Saudi Arabia,57,67,LM
B. Folami,19,Australia,57,73,ST
K. Castañeda,18,Mexico,57,75,LM
A. Ghareeb,21,Saudi Arabia,57,68,RS
I. Jasarevic,22,Bosnia Herzegovina,57,64,LB
C. Vernam,21,England,57,65,RS
Lee Rae Joon,21,Korea Republic,57,66,ST
B. Taz,19,Germany,57,77,CAM
T. Mizutani,22,Japan,57,62,RM
B. Dione,21,Belgium,57,66,ST
K. Al Shuwayie,22,Saudi Arabia,57,68,CB
A. Ramírez,19,Chile,57,67,LW
K. Kova?evi?,23,Croatia,57,61,ST
E. Sivertsen,27,Norway,57,58,LB
L. Ritson,19,England,57,69,CB
G. Berggren,20,Sweden,57,65,CM
J. Oksanen,17,Finland,57,76,CDM
D. Parker,18,England,57,70,ST
C. Mafoumbi,24,Congo,57,61,GK
A. Bolger,18,Republic of Ireland,57,77,CM
A. Al Basisi,40,Saudi Arabia,57,57,GK
B. Fox,20,England,57,73,CM
E. Kastrati,21,Albania,57,69,GK
M. Al Rashidi,19,Saudi Arabia,57,73,RB
Kim Woo Suk,21,Korea Republic,57,68,CB
M. Radecki,25,Poland,57,58,CM
O. Jackson,19,England,57,72,CB
C. Thompson,18,England,57,73,ST
J. Shackleton,18,England,57,77,CM
T. Sibbick,19,England,57,69,CB
K. Oldenburger,22,Netherlands,57,64,RM
M. Lema,18,Austria,57,75,RM
A. Al Riou,24,Saudi Arabia,57,61,LB
N. Cordero,19,Argentina,57,72,ST
J. Rodríguez,20,Mexico,57,66,CM
H. Abu Sharara,21,Saudi Arabia,57,66,RM
B. Hussein,18,Sweden,57,78,CM
H. Pernía,27,Venezuela,57,58,CB
V. Ekani,21,Cameroon,57,71,CM
L. Gordon,22,Scotland,57,66,CB
V. Karaku?,20,Turkey,57,67,GK
M. Al Zubaidi,20,Saudi Arabia,57,68,LB
A. Al Bishi,22,Saudi Arabia,57,66,CB
R. Lloyd,24,England,57,61,LM
G. Siadas,18,Germany,57,73,LB
M. Asiri,25,Saudi Arabia,57,60,GK
S. Coly,20,Senegal,57,72,ST
C. Coventry,18,Republic of Ireland,57,73,CM
J. Ponceau,17,France,57,72,CAM
R. Noda,29,Japan,57,57,RM
Qiu Shengjiong,32,China PR,57,57,GK
M. Al Haidari,22,Saudi Arabia,57,65,GK
K. Stamatopoulos,38,Canada,57,57,GK
Y. Lenze,17,Germany,57,82,GK
F. Chenkam,19,Cameroon,57,71,ST
R. Edmondson,17,England,57,79,ST
M. Klass,19,England,57,69,CM
J. Vom Steeg,21,United States,57,67,GK
E. Palacios,21,Colombia,57,66,RB
Kim Joon Beom,20,Korea Republic,57,67,LM
A. Campbell,23,England,57,62,RM
H. Pritchard,25,England,57,60,LM
K. Engbers,18,Netherlands,57,68,CB
K. Wootton,21,England,57,64,ST
U. Türker,20,Turkey,57,72,CM
L. Malicsek,19,Austria,57,71,RCM
K. da Graca,20,Sweden,57,70,CB
B. Maguire,20,Scotland,57,72,CB
J. Padilla,19,Mexico,57,76,RW
I. Shinozuka,23,Russia,57,61,RM
S. Palma,18,Colombia,57,77,CB
C. Crane,22,Scotland,57,66,LB
A. Rizzo,19,Italy,57,76,LW
D. Lyness,26,England,57,61,GK
J. Holldack,22,Germany,57,68,CDM
A. Goelzer,19,France,57,71,LB
A. Mironov,18,Russia,57,71,CM
G. Gbellé,25,France,57,61,CM
T. Abrahams,19,England,57,69,ST
S. Ben Amar,20,Morocco,57,69,ST
M. Gillam,19,England,57,69,ST
F. Kaya,18,Turkey,57,73,ST
J. Zea,19,Colombia,57,73,ST
D. Spence,17,England,57,77,RB
I. Turner,29,Republic of Ireland,57,57,RM
Cong Zhen,21,China PR,57,65,CM
M. Norman,21,England,57,69,GK
E. Mahmutovic,21,Luxembourg,57,67,CB
Vasco Paciência,18,Portugal,57,74,ST
F. Akammadu,19,Italy,57,73,ST
S. Shotton,17,England,57,69,CB
A. Hindi,21,Saudi Arabia,57,70,CB
C. Nicell,18,Republic of Ireland,57,72,CM
J. Truque,19,Colombia,57,73,GK
H. Douglas,25,Republic of Ireland,57,61,CB
S. Dieng,23,Switzerland,57,62,GK
A. Adetula,20,Germany,57,67,LW
B. Alférez,20,Argentina,57,67,CB
D. Mitov,21,Bulgaria,56,63,GK
M. Galé,22,Colombia,56,64,CDM
R. Harvey,18,England,56,70,RM
J. McMillan,20,Scotland,56,68,LB
H. Clifton,20,England,56,68,LCM
T. Heward-Belle,21,Australia,56,69,GK
S. Long,23,England,56,63,RB
J. Simonsen,22,Denmark,56,63,RB
P. Sánchez,20,Chile,56,64,CM
A. Høvenhoff,28,Denmark,56,56,CM
R. Koot,18,Netherlands,56,68,GK
J. Pourtau,18,Argentina,56,75,GK
D. Mushitu,18,Sweden,56,70,ST
M. Berisha,20,Kosovo,56,73,CF
M. Harris,19,Wales,56,73,ST
Gao Tianyi,20,China PR,56,66,CDM
J. Al Dossary,24,Saudi Arabia,56,61,LB
L. Seydoux,20,Switzerland,56,68,RB
D. Mena,21,Colombia,56,65,RM
A. Medina,20,Mexico,56,70,CM
O. O'Dwyer,20,England,56,69,CB
M. Parada,20,Chile,56,68,CAM
Jo Yong Jae,20,Korea Republic,56,68,RW
M. Wolff,21,Argentina,56,66,GK
B. Lucumí,24,Colombia,56,62,RM
O. Kensdale,18,England,56,76,CB
K. Szyma?ski,25,Poland,56,56,GK
L. Hardcastle,19,England,56,64,CM
O. Malc?,22,Turkey,56,65,CDM
H. Al Yami,19,Saudi Arabia,56,71,ST
M. Or?owski,24,Poland,56,59,RB
J. Ferry,21,England,56,64,CM
S. Janssen,17,Netherlands,56,72,CM
M. Catenacci,17,Sweden,56,73,RB
B. Kennedy,31,Australia,56,56,GK
M. Guel,19,Ivory Coast,56,75,RW
T. Rönning,19,Sweden,56,66,GK
A. Jerez,19,Chile,56,66,GK
M. Pedersen,18,Norway,56,76,RM
K. Politz,22,United States,56,65,CB
A. Grinwis,26,United States,56,61,GK
K. Shiihashi,21,Japan,56,60,RCM
M. Layer,19,Germany,56,71,GK
M. Grundmann,20,Germany,56,66,CB
W. Biedrzycki,20,Poland,56,64,CDM
D. Szczepan,23,Poland,56,58,ST
D. Baur,19,Scotland,56,72,CB
C. Lang,19,England,56,73,RM
C. Ariza,22,Colombia,56,66,GK
S. Amin,20,Syria,56,64,CM
D. Hutchinson,21,Republic of Ireland,56,64,CDM
Y. Ben El-Mhanni,22,England,56,65,LM
H. Isted,21,England,56,67,GK
O. Yilmaz,20,Austria,56,64,ST
R. Caicedo,24,Colombia,56,62,GK
G. K?m???r,20,Turkey,56,65,CB
R. Watson,24,England,56,61,CM
V. Viot,24,France,56,61,GK
Z. Al Haniti,22,Saudi Arabia,56,68,CB
N. Abdali,20,Saudi Arabia,56,68,ST
S. McWilliams,19,England,56,72,RB
T. Roberts,17,United States,56,75,CAM
J. McDonagh,22,Northern Ireland,56,66,RM
D. Malhue,23,Chile,56,62,RW
A. Koldere,18,Turkey,56,74,LB
D. Stynes,19,Australia,56,67,CAM
M. Kos,21,Austria,56,66,GK
F. Baptiste,18,England,56,76,ST
Jeong Chee In,20,Korea Republic,56,70,LW
K. Watts,18,England,56,76,CB
J. Lennon,20,Republic of Ireland,56,70,LDM
H. Duman,19,Norway,56,68,CM
N. Anhölcher,18,Germany,56,69,ST
J. Stenmark,19,Sweden,56,70,CB
S. Belkahia,19,Germany,56,66,CB
C. Tovar,20,Colombia,56,71,CB
C. Goslin,18,United States,56,78,CM
B. Stephens,20,England,56,66,CAM
Y. Requena,23,Venezuela,56,62,RM
K. Cantwell,23,Republic of Ireland,56,62,CB
S. Lavelle,21,Scotland,56,65,LCB
M. Rodrigues,21,Switzerland,56,65,RCB
Javito,17,Spain,56,72,RB
W. Jakkit,21,Thailand,56,68,RM
H. St Clair,19,Scotland,56,70,LW
S. Grønli,17,Norway,56,77,CF
P. Jensen,20,Denmark,56,63,GK
A. Hinds,18,England,56,68,LB
F. Al Rashidi,21,Saudi Arabia,56,65,RM
A. Ávila,20,Mexico,56,73,LM
M. Lis,21,Poland,56,63,GK
S. Kawamata,28,Japan,56,56,GK
A. Nsakala,18,France,56,78,RB
